,SubjectID,MentalState,Condition,Prompt,ACC,RT,Block
384,BP114,CompNM,F1,Mia has a small living room.,1,2.80673909187,1
385,BP114,PeerNM,F1,I can speak Spanish but not Italian.,1,3.37546896935,1
386,BP114,PeerMental,F1,I don't like to eat meat.,1,1.71504807472,1
387,BP114,CompMental,F1,Mia wants to eat healthy.,1,1.51864385605,1
388,BP114,PeerNM,F1,I have to get up early tomorrow.,1,1.76601004601,1
389,BP114,CompMental,F1,Mia likes biology.,1,2.53327393532,1
390,BP114,PeerNM,F1,I only have regular markers.,0,2.984375,2
391,BP114,CompNM,F1,Mia has a papercut. ,1,1.73465824127,2
392,BP114,PeerMental,F1,I want to look like an adult.,0,,2
393,BP114,PeerMental,F1,I like pictures with people in them.,1,1.84585881233,2
394,BP114,PeerMental,F1,I want to drink something that won't stain.,1,1.29331588745,2
395,BP114,CompNM,F1,Mia has neat hand writing. ,1,1.86606907845,2
396,BP114,CompMental,F1,Mia likes to watch old movies.,1,1.38358712196,2
397,BP114,PeerNM,F1,I'm good at making fires.,1,1.26768493652,2
398,BP114,CompNM,F1,Mia has to carry a lot of books.,1,1.54326701164,2
399,BP114,PeerMental,F1,I think it's going to be warm today.,1,1.48257303238,2
400,BP114,PeerNM,F1,I play Minecraft.,0,1.88233876228,2
401,BP114,PeerNM,F1,I am playing with my little brother.,0,2.97677302361,2
402,BP114,CompMental,F1,Mia likes eating hot meals.,1,2.36591720581,2
403,BP114,PeerMental,F1,I need new winter clothes.,1,1.51887512207,2
404,BP114,CompNM,F1,Mia has shinguards.,1,1.27442789078,2
405,BP114,CompNM,F1,Mia is good at solving mysteries. ,1,1.61801099777,2
406,BP114,CompMental,F1,Mia likes to play with animals.,1,1.45510005951,2
407,BP114,CompMental,F1,Mia already knows about sports from TV.,0,1.42122292519,2
408,BP114,PeerMental,F1,I like phones with dark colors.,1,1.48866581917,2
409,BP114,CompMental,F1,Mia is afraid of reptiles.,1,1.25517392159,2
410,BP114,CompMental,F1,Mia wants to go to a fancy event.,1,1.4499130249,2
411,BP114,PeerNM,F1,I will be in Florida.,1,1.47494101524,2
412,BP114,PeerNM,F1,I can kick the ball far.,1,1.20282292366,2
413,BP114,PeerNM,F1,I am going on a hike.,1,3.44548201561,2
414,BP114,PeerMental,F1,I like my little brother.,1,1.50986814499,2
415,BP114,CompNM,F1,Mia is good at following rules.,1,1.83103322983,2
416,BP114,CompMental,F1,Mia really likes to dance.,1,1.70943188667,2
417,BP114,PeerMental,F1,I want to see a matinee.,0,1.8675737381,2
418,BP114,PeerNM,F1,My dog likes to eat game board pieces.,0,1.43264174461,2
419,BP114,CompNM,F1,Mia is lactose-intolerant.,1,1.7215988636,2
420,BP114,CompNM,F1,Mia is taller than her brother. ,1,2.03309965134,3
421,BP114,PeerNM,F1,I am going to a birthday party.,1,1.44041395187,3
422,BP114,CompMental,F1,Mia is very interested in the ocean.,1,1.45678210258,3
423,BP114,CompMental,F1,Mia likes to get exercise.,1,1.43360495567,3
424,BP114,CompNM,F1,Mia invited a lot of friends to the party.,1,1.50437903404,3
425,BP114,PeerNM,F1,My tent has a hole in it.,0,1.38687586784,3
426,BP114,CompNM,F1,Mia is bad at acting.,0,1.28384613991,3
427,BP114,CompNM,F1,Mia has a kite.,0,2.49254512787,3
428,BP114,CompMental,F1,Mia likes eating healthy snacks.,1,1.23177504539,3
429,BP114,PeerMental,F1,I don't like sweets.,1,1.57894802094,3
430,BP114,PeerMental,F1,I like to be very active.,1,1.28963184357,3
431,BP114,PeerMental,F1,I like to ride my bike.,1,1.29109406471,3
432,BP114,PeerMental,F1,I really like to fly.,1,1.15101194382,3
433,BP114,CompNM,F1,Mia can draw something blue. ,1,1.4322052002,3
434,BP114,PeerNM,F1,I have a small budget.,1,2.14628624916,3
435,BP114,PeerMental,F1,I like reading books outside.,0,2.91131401062,3
436,BP114,CompMental,F1,Mia doesn't want to get wet at the amusement park.,1,1.97801995277,3
437,BP114,PeerNM,F1,I am really good at riding bikes.,1,1.87430882454,3
438,BP114,PeerNM,F1,I use a kickboard to swim.,0,2.10331702232,3
439,BP114,CompMental,F1,"Mia likes calm, relaxing rides.",1,1.80444288254,3
440,BP114,CompMental,F1,Mia wants to stay cool this summer.,1,1.56958913803,3
441,BP114,CompNM,F1,Mia's computer screen is very dark. ,0,1.76525902748,3
442,BP114,PeerMental,F1,I need a new toy.,1,1.60494804382,3
443,BP114,PeerNM,F1,I live far away from school.,1,1.50046491623,3
444,BP114,CompNM,F1,Mia can speak Chinese but not French. ,1,2.0480890274,3
445,BP114,CompMental,F1,When Mia goes skiing she wants to be warm.,1,2.38662385941,3
446,BP114,PeerMental,F1,I like to run.,1,1.88237786293,3
447,BP114,CompNM,F1,Mia's headphones are broken.,1,2.04333686829,3
448,BP114,CompMental,F1,Mia likes watching team sports.,1,1.0951321125,3
449,BP114,CompNM,F1,Mia has an iPhone.,1,2.24488687515,3
450,BP114,CompMental,F1,Mia doesn't like violence.,1,1.48829817772,4
451,BP114,PeerNM,F1,I have ten glass bottles.,1,1.55908203125,4
452,BP114,PeerMental,F1,I want to read the book now.,1,2.34487271309,4
453,BP114,PeerNM,F1,I got an A on my math test.,0,1.35408306122,4
454,BP114,CompNM,F1,Mia can already play the piano and violin. ,0,1.72489595413,4
455,BP114,PeerMental,F1,I really like being outdoors.,1,2.29018998146,4
456,BP114,PeerMental,F1,I like to read.,1,2.09101200104,4
457,BP114,PeerMental,F1,I want a quiet room to sleep in.,1,2.77852702141,4
458,BP114,PeerMental,F1,I like being in the woods.,1,2.4196228981,4
459,BP114,CompMental,F1,Mia really likes homemade meals.,1,1.69899582863,4
460,BP114,CompMental,F1,Mia likes to read about history.,1,1.83462095261,4
461,BP114,PeerNM,F1,I'm allergic to peanuts.,0,1.19256496429,4
462,BP114,CompMental,F1,Mia likes eating healthy desserts.,1,1.47574305534,4
463,BP114,PeerNM,F1,I am in a research laboratory.,1,1.81919503212,4
464,BP114,PeerNM,F1,I am bad at adding numbers.,0,1.79938387871,4
465,BP114,CompMental,F1,Mia wants a calming paint color.,1,2.10667395592,4
466,BP114,CompMental,F1,Mia likes shows that are funny.,1,1.25278306007,4
467,BP114,CompNM,F1,Mia's telephone rings a lot. ,0,1.82106685638,4
468,BP114,PeerMental,F1,I am trying to save money.,0,2.11336708069,4
469,BP114,CompNM,F1,Mia's dog is sick.,1,1.53065705299,4
470,BP114,PeerNM,F1,There are a lot of rabbits near my house.,0,1.61663579941,4
471,BP114,CompNM,F1,Mia does not have a pool. ,1,3.03214406967,4
472,BP114,CompMental,F1,Mia likes to watch true stories.,1,1.57423090935,4
473,BP114,PeerMental,F1,I don't like fruit.,1,1.72165822983,4
474,BP114,CompNM,F1,Mia has class during the week.,1,2.32689499855,4
475,BP114,CompNM,F1,Mia has a lot of clothes.,1,2.04394197464,4
476,BP114,PeerNM,F1,I am going skiing.,1,1.78092002869,4
477,BP114,CompNM,F1,Mia is in the living room.,1,2.02655601501,4
478,BP114,PeerMental,F1,I need a drink before my soccer game.,1,1.34661602974,4
479,BP114,PeerNM,F1,I am very busy on Saturdays.,0,1.9426651001,4
480,BP116,PeerMental,M2,I like shows that are funny.,1,1.04738998413,1
481,BP116,PeerMental,M2,I like eating hot meals.,0,2.87190365791,1
482,BP116,PeerMental,M2,I like to play with animals.,1,1.464854002,1
483,BP116,CompMental,M2,Ben wants a quiet room to sleep in.,1,2.22351408005,1
484,BP116,CompMental,M2,Ben likes being informed.,1,1.69191813469,1
485,BP116,PeerNM,M2,I do not own a printer.,1,1.87943077087,1
486,BP116,CompMental,M2,Ben likes to be around books.,1,0.759739160538,1
487,BP116,PeerNM,M2,I have good aim.,1,1.22879076004,1
488,BP116,PeerNM,M2,I am in the living room.,1,1.91467785835,1
489,BP116,CompMental,M2,Ben needs a new toy.,1,2.24276995659,1
490,BP116,CompMental,M2,Ben is scared of roller coasters.,1,1.68172264099,1
491,BP116,CompNM,M2,There are a lot of rabbits near Ben's house.,1,2.71669697762,1
492,BP116,PeerMental,M2,I want to stay cool this summer.,1,1.77228403091,1
493,BP116,CompNM,M2,Ben's tent has a hole in it.,1,1.10423016548,1
494,BP116,PeerNM,M2,I am eating with my younger brother.,1,2.07332491875,1
495,BP116,CompNM,M2,Ben is allergic to peanuts.,1,1.33410978317,1
496,BP116,CompMental,M2,Ben really likes to fly.,1,1.72937774658,1
497,BP116,PeerMental,M2,I want to eat healthy.,1,2.3866751194,1
498,BP116,CompNM,M2,Ben can do the splits.,1,1.78550720215,1
499,BP116,CompNM,M2,Ben is going on a hike.,1,2.6739282608,1
500,BP116,PeerNM,M2,I can draw something blue.,1,1.49893283844,1
501,BP116,CompNM,M2,Ben is bad at adding numbers. ,0,1.73286414146,1
502,BP116,PeerMental,M2,I like watching old movies.,1,1.9763610363,1
503,BP116,PeerNM,M2,I have to carry a lot of books.,0,,1
504,BP116,CompNM,M2,Ben will be in Florida.,0,1.59116911888,1
505,BP116,PeerNM,M2,I have an iPhone.,1,1.47069907188,1
506,BP116,PeerMental,M2,I want to do some exercise.,1,1.16959619522,1
507,BP116,CompMental,M2,Ben likes to be very active.,1,1.60887098312,1
508,BP116,PeerNM,M2,I do not have a pool.,1,1.96220302582,1
509,BP116,CompMental,M2,Ben likes reading books outside.,1,2.13588690758,1
510,BP116,PeerNM,M2,I am taller than my brother.,1,2.75799584389,2
511,BP116,CompNM,M2,Ben is very busy on Saturdays.,1,2.39842700958,2
512,BP116,PeerMental,M2,I like competition.,1,2.75871181488,2
513,BP116,PeerMental,M2,I like to get exercise.,1,1.30042409897,2
514,BP116,PeerMental,M2,I like going to bed early.,1,1.71501398087,2
515,BP116,CompNM,M2,Ben can kick the ball far.,1,1.54691004753,2
516,BP116,CompMental,M2,Ben wants his garden to look pretty soon.,1,2.06962704659,2
517,BP116,PeerNM,M2,I am going to a water park.,1,1.78569221497,2
518,BP116,CompNM,M2,Ben's house doesn't have recycling.,0,3.01879405975,2
519,BP116,PeerMental,M2,I don't like violence.,1,2.0020878315,2
520,BP116,PeerNM,M2,I have shin guards.,1,0.881853103638,2
521,BP116,PeerNM,M2,I can already play the piano and violin.,1,1.37010502815,2
522,BP116,CompMental,M2,Ben wants to have a party at night.,0,3.56714487076,2
523,BP116,PeerMental,M2,When I go skiing I want to be warm.,1,2.67302083969,2
524,BP116,CompNM,M2,The space bar on Ben's keyboard is broken. ,0,3.64872813225,2
525,BP116,CompNM,M2,Ben is a terrible swimmer.,1,2.51791810989,2
526,BP116,CompMental,M2,Ben really likes being outdoors.,1,2.41885113716,2
527,BP116,CompMental,M2,Ben likes being in the woods.,1,2.02861094475,2
528,BP116,PeerMental,M2,I like to watch true stories.,1,1.40405797958,2
529,BP116,CompMental,M2,Ben is trying to save money.,1,2.65704011917,2
530,BP116,CompMental,M2,Ben likes happy endings.,1,2.34621310234,2
531,BP116,PeerNM,M2,I am good at following rules.,1,2.81614208221,2
532,BP116,PeerNM,M2,I only ride my bike in the street.,0,,2
533,BP116,PeerNM,M2,My computer screen is very dark.,1,2.00072193146,2
534,BP116,PeerMental,M2,I don't want to get wet at the amusement park.,1,1.58360123634,2
535,BP116,CompNM,M2,Ben has to get up early tomorrow.,1,2.97588706017,2
536,BP116,CompMental,M2,Ben wants to see a matinee.,1,2.90358304977,2
537,BP116,PeerMental,M2,I like to read about history.,1,2.38850808144,2
538,BP116,PeerNM,M2,I have a kite.,1,2.06618690491,2
539,BP116,CompNM,M2,Ben is good at making fires.,1,1.3097178936,2
540,BP116,CompNM,M2,Ben plays Minecraft.,1,2.92684388161,3
541,BP116,PeerNM,M2,I am good at solving mysteries.,1,1.98174905777,3
542,BP116,CompMental,M2,Ben needs a drink before his soccer game.,1,1.60275411606,3
543,BP116,CompMental,M2,Ben thinks it's going to be warm today.,1,1.43859982491,3
544,BP116,CompNM,M2,Ben lives far away from school. ,1,1.07908725739,3
545,BP116,PeerNM,M2,I can play basketball for one season.,1,2.07607007027,3
546,BP116,CompNM,M2,Ben's hard drive is broken. ,0,2.86563014984,3
547,BP116,CompNM,M2,Ben's dog likes to eat game board pieces.,1,1.17475700378,3
548,BP116,CompMental,M2,Ben likes phones with dark colors.,1,2.43174505234,3
549,BP116,PeerMental,M2,I like citrus sodas.,1,1.87766623497,3
550,BP116,PeerMental,M2,I want a calming paint color.,1,1.29238414764,3
551,BP116,PeerMental,M2,I really like homemade meals.,1,2.84653496742,3
552,BP116,PeerMental,M2,I am afraid of reptiles.,1,0.941871166229,3
553,BP116,CompNM,M2,Ben is playing with his little brother.,1,2.70451998711,3
554,BP116,PeerNM,M2,I have neat handwriting.,1,3.53362965584,3
555,BP116,PeerMental,M2,"I like calm, relaxing rides.",1,1.53079414368,3
556,BP116,CompMental,M2,Ben wants to drink something that won't stain.,1,1.77574014664,3
557,BP116,PeerNM,M2,I am lactose-intolerant.,1,1.24480295181,3
558,BP116,PeerNM,M2,I can speak Chinese but not French.,1,1.11664414406,3
559,BP116,CompMental,M2,Ben doesn't like sweets.,1,1.31174707413,3
560,BP116,CompMental,M2,Ben likes to ride his bike.,1,1.48732495308,3
561,BP116,CompNM,M2,Ben can speak Spanish but not Italian.,1,1.73038005829,3
562,BP116,PeerMental,M2,I really like to dance.,1,1.70978093147,3
563,BP116,PeerNM,M2,My headphones are broken.,1,1.97949790955,3
564,BP116,CompNM,M2,Ben is going to a birthday party.,1,1.5574889183,3
565,BP116,CompMental,M2,Ben likes to read.,1,2.56570672989,3
566,BP116,PeerMental,M2,I like eating healthy desserts.,1,1.6692609787,3
567,BP116,CompNM,M2,Ben is going skiing.,1,2.85295200348,3
568,BP116,CompMental,M2,Ben wants to read the book now.,1,3.52986168861,3
569,BP116,CompNM,M2,Ben is really good at riding bikes.,1,2.25110220909,3
570,BP116,CompMental,M2,Ben likes to run.,1,2.16235089302,4
571,BP116,PeerNM,M2,I have class during the week.,1,3.2194879055,4
572,BP116,PeerMental,M2,I like watching team sports.,1,1.40034914017,4
573,BP116,PeerNM,M2,I have a small living room.,1,3.35032200813,4
574,BP116,CompNM,M2,Ben has ten glass bottles.,1,2.04725599289,4
575,BP116,PeerMental,M2,I am very interested in the ocean,1,1.21719408035,4
576,BP116,PeerMental,M2,I really like to laugh.,1,0.914323091507,4
577,BP116,PeerMental,M2,I already know about sports from TV.,1,3.49454903603,4
578,BP116,PeerMental,M2,I love to listen to loud music.,0,2.15483307838,4
579,BP116,CompMental,M2,Ben doesn't like fruit.,1,2.16318202019,4
580,BP116,CompMental,M2,Ben doesn't like to eat meat.,1,3.33611297607,4
581,BP116,PeerNM,M2,I invited a lot of friends to the party.,1,3.93953704834,4
582,BP116,CompMental,M2,Ben likes pictures with people in them.,1,3.37359905243,4
583,BP116,PeerNM,M2,My paint palette is dirty.,0,2.96613168716,4
584,BP116,PeerNM,M2,My dog is sick.,1,1.46765112877,4
585,BP116,CompMental,M2,Ben likes his little brother.,1,1.57852911949,4
586,BP116,CompMental,M2,Ben needs new winter clothes.,1,1.72375392914,4
587,BP116,CompNM,M2,Ben is bad at acting.,1,1.43925285339,4
588,BP116,PeerMental,M2,I like biology.,1,2.6881210804,4
589,BP116,CompNM,M2,Ben is in a research laboratory. ,1,2.79237294197,4
590,BP116,PeerNM,M2,I have a lot of clothes.,1,2.6447930336,4
591,BP116,CompNM,M2,Ben uses a kickboard to swim.,1,1.42166399956,4
592,BP116,CompMental,M2,Ben wants to look like an adult.,1,3.53814792633,4
593,BP116,PeerMental,M2,I like eating healthy snacks.,1,1.16282987595,4
594,BP116,CompNM,M2,Ben only has regular markers.,1,2.67664408684,4
595,BP116,CompNM,M2,Ben has a small budget.,1,1.75428199768,4
596,BP116,PeerNM,M2,My telephone rings a lot.,1,1.95945858955,4
597,BP116,CompNM,M2,Ben got an A on his math test.,1,3.46035003662,4
598,BP116,PeerMental,M2,I want to go to a fancy event.,1,1.46303701401,4
599,BP116,PeerNM,M2,I have a papercut.,0,2.34409403801,4
600,BP120,CompMental,F1,Mia likes to watch true stories.,0,,4
601,BP120,PeerNM,F1,There are a lot of rabbits near my house.,0,2.44483184814,4
602,BP120,PeerMental,F1,I like reading books outside.,0,,4
603,BP120,PeerNM,F1,I am eating with my younger brother.,0,3.38388895988,4
604,BP120,CompNM,F1,Mia has a lot of clothes.,1,1.95697212219,4
605,BP120,PeerMental,F1,I want to see a matinee.,1,3.75864219666,4
606,BP120,PeerMental,F1,I like phones with dark colors.,1,2.13169312477,4
607,BP120,PeerMental,F1,I like to be around books.,1,1.41757392883,4
608,BP120,PeerMental,F1,I think it's going to be warm today.,1,2.92530012131,4
609,BP120,CompMental,F1,Mia is very interested in the ocean.,1,2.18092417717,4
610,BP120,CompMental,F1,Mia wants a calming paint color.,1,2.89405989647,4
611,BP120,PeerNM,F1,I only have regular markers.,1,3.18412899971,4
612,BP120,CompMental,F1,Mia likes to get exercise.,1,2.21391797066,4
613,BP120,PeerNM,F1,The space bar on my keyboard is broken.,0,3.08394193649,4
614,BP120,PeerNM,F1,My tent has a hole in it.,1,3.28902602196,4
615,BP120,CompMental,F1,Mia like watch old movies.,1,2.76995587349,4
616,BP120,CompMental,F1,Mia wants to eat healthy.,1,2.50937509537,4
617,BP120,CompNM,F1,Mia's dog is sick.,1,2.66911578178,4
618,BP120,PeerMental,F1,I want to read the book now.,0,3.24397873878,4
619,BP120,CompNM,F1,Mia does not own a printer. ,1,3.74098205566,4
620,BP120,PeerNM,F1,I am playing with my little brother.,1,2.38135504723,4
621,BP120,CompNM,F1,Mia has a papercut. ,1,2.3376660347,4
622,BP120,CompMental,F1,Mia likes going to bed early.,1,2.51241397858,4
623,BP120,PeerMental,F1,I need new winter clothes.,1,2.38387322426,4
624,BP120,CompNM,F1,Mia invited a lot of friends to the party.,0,,4
625,BP120,CompNM,F1,Mia has good aim.,1,2.10728311539,4
626,BP120,PeerNM,F1,I am in a research laboratory.,1,2.5132060051,4
627,BP120,CompNM,F1,Mia is going to a water park.,1,3.51008677483,4
628,BP120,PeerMental,F1,I like to read.,1,2.53514385223,4
629,BP120,PeerNM,F1,I got an A on my math test.,1,2.60682487488,4
630,BP120,PeerNM,F1,My hard drive is broken.,0,3.66676592827,2
631,BP120,CompNM,F1,Mia is good at following rules.,1,3.47029900551,2
632,BP120,PeerMental,F1,I really like being outdoors.,1,2.98899269104,2
633,BP120,PeerMental,F1,I like pictures with people in them.,1,3.78191399574,2
634,BP120,PeerMental,F1,I don't like sweets.,1,2.96622300148,2
635,BP120,CompNM,F1,Mia is good at solving mysteries. ,1,3.90076303482,2
636,BP120,CompMental,F1,Mia wants to do some exercise.,1,2.19402718544,2
637,BP120,PeerNM,F1,I live far away from school.,1,2.9053940773,2
638,BP120,CompNM,F1,Mia has shinguards.,1,3.21458506584,2
639,BP120,PeerMental,F1,I don't like to eat meat.,1,2.15004205704,2
640,BP120,PeerNM,F1,I use a kickboard to swim.,1,3.51361870766,2
641,BP120,PeerNM,F1,My house doesn't have recycling.,0,3.4784989357,2
642,BP120,CompMental,F1,Mia likes competition.,1,2.63810491562,2
643,BP120,PeerMental,F1,I am trying to save money.,0,2.96382689476,2
644,BP120,CompNM,F1,Mia has neat hand writing. ,1,2.7329120636,2
645,BP120,CompNM,F1,Mia can already play the piano and violin. ,0,1.91477012634,2
646,BP120,CompMental,F1,Mia really likes homemade meals.,1,2.68779015541,2
647,BP120,CompMental,F1,Mia likes eating healthy desserts.,1,2.55134820938,2
648,BP120,PeerMental,F1,I want to drink something that won't stain.,0,2.5184340477,2
649,BP120,CompMental,F1,Mia likes eating hot meals.,0,,2
650,BP120,CompMental,F1,Mia wants to stay cool this summer.,1,2.4348359108,2
651,BP120,PeerNM,F1,I can do the splits.,1,1.77465105057,2
652,BP120,PeerNM,F1,My dog likes to eat game board pieces.,1,1.90295696259,2
653,BP120,PeerNM,F1,I am bad at adding numbers.,0,3.67177891731,2
654,BP120,PeerMental,F1,I like to run.,1,3.80986309052,2
655,BP120,CompNM,F1,Mia's computer screen is very dark. ,0,2.61071014404,2
656,BP120,CompMental,F1,Mia really likes to laugh. ,1,2.57829999924,2
657,BP120,PeerMental,F1,I need a drink before my soccer game.,1,2.68656682968,2
658,BP120,PeerNM,F1,I can kick the ball far.,1,2.33779191971,2
659,BP120,CompNM,F1,Mia is lactose-intolerant.,1,3.06048607826,2
660,BP120,CompNM,F1,Mia is in the living room.,0,,3
661,BP120,PeerNM,F1,I play Minecraft.,1,3.16308808327,3
662,BP120,CompMental,F1,Mia doesn't want to get wet at the amusement park.,1,2.12907290459,3
663,BP120,CompMental,F1,Mia likes to play with animals.,0,2.80152702332,3
664,BP120,CompNM,F1,Mia can speak Chinese but not French. ,1,2.64676189423,3
665,BP120,PeerNM,F1,I am going skiing.,1,2.38581299782,3
666,BP120,CompNM,F1,Mia's telephone rings a lot. ,0,,3
667,BP120,CompNM,F1,Mia has a kite.,1,2.57996106148,3
668,BP120,CompMental,F1,Mia is afraid of reptiles.,1,2.37613010406,3
669,BP120,PeerMental,F1,I really like to fly.,1,3.81891798973,3
670,BP120,PeerMental,F1,I don't like fruit.,1,2.4439470768,3
671,BP120,PeerMental,F1,I need a new toy.,1,2.44893407822,3
672,BP120,PeerMental,F1,I like being in the woods.,1,2.8074259758,3
673,BP120,CompNM,F1,Mia can draw something blue. ,1,2.01551008224,3
674,BP120,PeerNM,F1,I have ten glass bottles.,1,3.62542414665,3
675,BP120,PeerMental,F1,I want to look like an adult.,1,2.77961993217,3
676,BP120,CompMental,F1,Mia likes to read about history.,1,2.71673893929,3
677,BP120,PeerNM,F1,I'm good at making fires.,1,1.85068702698,3
678,BP120,PeerNM,F1,I am a terrible swimmer.,1,3.14179801941,3
679,BP120,CompMental,F1,Mia loves to listen to loud music.,1,2.17104268074,3
680,BP120,CompMental,F1,"Mia doesn't like violence,",1,2.39524006844,3
681,BP120,CompNM,F1,Mia's paint palette is dirty.,0,2.60306096077,3
682,BP120,PeerMental,F1,I like happy endings.,0,,3
683,BP120,PeerNM,F1,I can speak Spanish but not Italian.,1,3.03079795837,3
684,BP120,CompNM,F1,Mia is bad at acting.,1,2.67387485504,3
685,BP120,CompMental,F1,When Mia goes skiing she wants to be warm.,0,3.00891304016,3
686,BP120,PeerMental,F1,I want my garden to look pretty soon.,0,2.51324295998,3
687,BP120,CompNM,F1,Mia has an iPhone.,1,2.63692903519,3
688,BP120,CompMental,F1,Mia likes biology.,1,3.65583705902,3
689,BP120,CompNM,F1,Mia's headphones are broken.,1,3.02393293381,3
690,BP120,PeerMental,F1,I am scared of roller coasters.,1,2.56485676765,1
691,BP120,PeerMental,F1,I like my little brother.,1,2.23358893394,1
692,BP120,PeerMental,F1,I like being informed about the news.,1,2.52987003326,1
693,BP120,CompMental,F1,Mia likes eating healthy snacks.,1,2.18121314049,1
694,BP120,CompMental,F1,Mia likes watching team sports.,1,2.25461006165,1
695,BP120,PeerNM,F1,I have to get up early tomorrow.,1,2.18793797493,1
696,BP120,CompMental,F1,Mia likes citrus sodas.,1,2.29911899567,1
697,BP120,PeerNM,F1,I am very busy on Saturdays.,1,3.06597304344,1
698,BP120,PeerNM,F1,I will be in Florida.,1,2.2020149231,1
699,BP120,CompMental,F1,Mia really likes to dance.,1,2.65741801262,1
700,BP120,CompMental,F1,Mia likes shows that are funny.,1,2.67148995399,1
701,BP120,CompNM,F1,Mia can play basketball for one season.,1,2.80787205696,1
702,BP120,PeerMental,F1,I want to have a party at night.,0,2.70142102242,1
703,BP120,CompNM,F1,Mia is taller than her brother. ,0,3.66318392754,1
704,BP120,PeerNM,F1,I am really good at riding bikes.,1,2.38382411003,1
705,BP120,CompNM,F1,Mia has to carry a lot of books.,1,2.74895000458,1
706,BP120,CompMental,F1,"Mia likes calm, relaxing rides.",1,2.44835019112,1
707,BP120,PeerMental,F1,I like to be very active.,1,2.34934997559,1
708,BP120,CompNM,F1,Mia has class during the week.,1,3.12628722191,1
709,BP120,CompNM,F1,Mia does not have a pool. ,1,3.4834561348,1
710,BP120,PeerNM,F1,I am going on a hike.,1,3.12131094933,1
711,BP120,CompNM,F1,Mia has a small living room.,1,3.4183409214,1
712,BP120,PeerMental,F1,I want a quiet room to sleep in.,0,,1
713,BP120,PeerNM,F1,I have a small budget.,1,2.10774493217,1
714,BP120,CompNM,F1,Mia only rides her bike in the street.,1,2.59283018112,1
715,BP120,PeerNM,F1,I'm allergic to peanuts.,1,2.65093183517,1
716,BP120,PeerMental,F1,I like to ride my bike.,1,2.0710709095,1
717,BP120,CompMental,F1,Mia already knows about sports from TV.,1,3.83345508575,1
718,BP120,PeerNM,F1,I am going to a birthday party.,1,2.57280397415,1
719,BP120,CompMental,F1,Mia wants to go to a fancy event.,1,2.3570420742,1
720,BP121,CompMental,F1,Mia likes phones with dark colors.,0,,4
721,BP121,PeerNM,F1,I am good at solving mysteries.,0,,4
722,BP121,PeerMental,F1,I like eating healthy snacks.,1,3.06150221825,4
723,BP121,PeerNM,F1,I have to carry a lot of books.,0,,4
724,BP121,CompNM,F1,Mia's hard drive is broken. ,0,2.4868080616,4
725,BP121,PeerMental,F1,I already know about sports from TV.,1,3.96436905861,4
726,BP121,PeerMental,F1,I like citrus sodas.,0,2.2376601696,4
727,BP121,PeerMental,F1,I like to read about history.,1,1.16084480286,4
728,BP121,PeerMental,F1,I like to watch true stories.,1,1.01704287529,4
729,BP121,CompMental,F1,Mia likes pictures with people in them.,1,0.845229625702,4
730,BP121,CompMental,F1,Mia thinks it's going to be warm today.,0,2.00069999695,4
731,BP121,PeerNM,F1,I can draw something blue.,0,,4
732,BP121,CompMental,F1,Mia likes to be around books.,1,2.68549799919,4
733,BP121,PeerNM,F1,I have a small living room.,1,1.68241119385,4
734,BP121,PeerNM,F1,I have shin guards.,0,1.62120604515,4
735,BP121,CompMental,F1,Mia doesn't like fruit.,0,,4
736,BP121,CompMental,F1,Mia wants to read the book now.,0,,4
737,BP121,CompNM,F1,Mia's dog likes to eat game board pieces.,1,1.02053689957,4
738,BP121,PeerMental,F1,I like biology.,1,2.81339478493,4
739,BP121,CompNM,F1,The space bar on Mia's keyboard is broken. ,0,,4
740,BP121,PeerNM,F1,I am going to a water park.,1,2.00664782524,4
741,BP121,CompNM,F1,Mia has a small budget.,1,2.04473423958,4
742,BP121,CompMental,F1,Mia really likes to fly.,0,2.12192487717,4
743,BP121,PeerMental,F1,I really like to dance.,0,,4
744,BP121,CompNM,F1,Mia is a terrible swimmer.,1,1.18269705772,4
745,BP121,CompNM,F1,There are a lot of rabbits near Mia's house.,1,1.96131825447,4
746,BP121,PeerNM,F1,I am eating with my younger brother.,0,1.81821608543,4
747,BP121,CompNM,F1,Mia's house doesn't have recycling.,1,3.33529901505,4
748,BP121,PeerMental,F1,I like eating hot meals.,1,2.9766690731,4
749,BP121,PeerNM,F1,I can play basketball for one season.,1,1.54187369347,4
750,BP121,PeerNM,F1,I have an iPhone.,1,2.40440869331,2
751,BP121,CompNM,F1,Mia is going skiing.,1,1.9886739254,2
752,BP121,PeerMental,F1,I love to listen to loud music.,1,2.44026708603,2
753,BP121,PeerMental,F1,I am afraid of reptiles.,0,2.11969304085,2
754,BP121,PeerMental,F1,I like watching team sports.,1,2.97977876663,2
755,BP121,CompNM,F1,Mia is very busy on Saturdays.,0,2.29278802872,2
756,BP121,CompMental,F1,Mia needs a drink before her soccer game.,1,3.21699213982,2
757,BP121,PeerNM,F1,I have good aim.,0,1.95327711105,2
758,BP121,CompNM,F1,Mia plays Minecraft.,0,1.98486804962,2
759,BP121,PeerMental,F1,I really like to laugh.,0,,2
760,BP121,PeerNM,F1,My computer screen is very dark.,0,1.45330810547,2
761,BP121,PeerNM,F1,I have a lot of clothes.,1,1.92891693115,2
762,BP121,CompMental,F1,Mia likes to be very active.,0,3.23603391647,2
